id,pokeapi_id,name_ja,category_name,cost,fling_power,fling_effect_name,effect_en,effect_ja,sprite_default_url
gram-2,665,はいたつぶつ２,plot-advancement,0,,,"Give to the Wingull on Route 13, along with Gram 1 and Gram 3, to receive TM89.","キャモメが　配達している
たいせつな　手紙。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/gram-2.png
gram-3,666,はいたつぶつ３,plot-advancement,0,,,"Give to the Wingull on Route 13, along with Gram 1 and Gram 2, to receive TM89.","キャモメが　配達している
たいせつな　手紙。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/gram-3.png
dragon-gem,668,ドラゴンジュエル,jewels,200,,,"Held
:   When the holder uses a damaging Dragon-type move, the move has 1.5× power and this item is consumed.","ドラゴンの　タイプの　ジュエル。
持たせると　１度だけ　ドラゴンの
技の　威力が　強まる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/dragon-gem.png
normal-gem,669,ノーマルジュエル,jewels,4000,,,"Held
:   When the holder uses a damaging Normal-type move, the move has 1.5× power and this item is consumed.","ノーマルの　タイプの　ジュエル。
持たせると　１度だけ　ノーマルの
技の　威力が　強まる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/normal-gem.png
medal-box,670,メダルボックス,gameplay,0,,,,"獲得した　メダルを　収納し
メダルについての　情報を
記録する　箱型の　機械。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/medal-box.png
dna-splicers,671,いでんしのくさび,gameplay,0,,,,"元は　ひとつだったと　いわれる
キュレムと　あるポケモンを
合体させる　一対の　くさび。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/dna-splicers.png
permit,673,きょかしょう,gameplay,0,,,,"わずかな　人しか　知らない
自然保護区に　入るために
必要な　ライセンスカード。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/permit.png
oval-charm,674,まるいおまもり,gameplay,0,,,,"持っていると　育て屋さんで
タマゴが　みつかりやすくなる
不思議で　とてもまるい　おまもり。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/oval-charm.png
shiny-charm,675,ひかるおまもり,gameplay,0,,,,"持っていると　ひかる　ポケモンと
出会いやすくなる　といわれる
不思議で　ひかりかがやく　おまもり。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/shiny-charm.png
plasma-card,676,プラズマカード,plot-advancement,0,,,,"プラズマフリゲートの　船内で
パスワードを　入力するときに
必要となる　カードキー。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/plasma-card.png
grubby-hanky,677,よごれたハンカチ,plot-advancement,0,,,,"シッポウシティにある　カフェソーコの
常連が　落とした　ハンカチ。
ほのかに　ポケモンの　香りがする。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/grubby-hanky.png
colress-machine,678,アクロママシーン,plot-advancement,0,,,,"ポケモンの　能力を　無理やり
目覚めさせる　特殊な　装置。
だが　試作品のため　不完全。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/colress-machine.png
dropped-item,679,わすれもの,plot-advancement,0,,,,"ライモンシティの　遊園地で
拾った　ライブキャスター。
落とし主は　男の子らしい。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/dropped-item.png
reveal-glass,681,うつしかがみ,gameplay,0,,,,"真実を　映しだすことで
ポケモンを　本来の　姿に
変えてしまう　不思議な　鏡。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/reveal-glass.png
weakness-policy,682,じゃくてんほけん,held-items,1000,80,,"Held: When the holder is hit by a super effective move, its Attack and Special Attack raise by two stages.","弱点を　つかれたとき
攻撃と　特攻が
それぞれ　ぐーんと　あがる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/weakness-policy.png
assault-vest,683,とつげきチョッキ,held-items,1000,80,,Raises the holder’s Special Defense to 1.5×.  Prevents the holder from selecting a status move.,"攻撃的に　なる　チョッキ。
持たせると　特防が　あがるが
変化技を　だせなくなる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/assault-vest.png
pixie-plate,684,せいれいプレート,plates,1000,90,,Held: Fairy-Type moves from holder do 20% more damage. Changes Arceus’s and Judgment’s type to Fairy.,"フェアリーの　タイプの　石盤。
持たせると　フェアリータイプの
技の　威力が　強まる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pixie-plate.png
ability-capsule,685,とくせいカプセル,vitamins,10000,,,Switches a Pokémon between its two possible (non-Hidden) Abilities.,"２種類の　特性を　持つ
ポケモンに　使うと　今とは違う
特性に　変えられる　カプセル。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/ability-capsule.png
whipped-dream,686,ホイップポップ,evolution,2000,80,,Traded on a Swirlix: Holder evolves into Slurpuff.,"ふんわり　ふわふわに　泡立てた
ほんのり　甘い　クリーム。
ある　ポケモンが　好んでいる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/whipped-dream.png
sachet,687,においぶくろ,evolution,2000,80,,Traded on a Spritzee: Holder evolves into Aromatisse.,"ちょっと　きつめの　香りをだす
香料を　詰めた　袋。
ある　ポケモンが　好んでいる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/sachet.png
luminous-moss,688,ひかりごけ,held-items,4000,30,,"Held: If the holder is hit by a damaging Water move, it consumes this item and raises its Special Defense by one stage.","使い捨ての　ひかりごけ。
持たせて　みずの　技を　受けると
特防が　あがる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/luminous-moss.png
snowball,689,ゆきだま,held-items,4000,30,,"Held: If the holder is hit by a damaging Ice move, raises its Attack by one stage.","使い捨ての　ゆきだま。
持たせて　こおりの　技を　受けると
攻撃が　あがる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/snowball.png
safety-goggles,690,ぼうじんゴーグル,held-items,4000,80,,Held: Prevents damage from powder moves and the damage from Hail and Sandstorm.,"天候の　ダメージだけでなく
粉を　だす　技の
効果も　防げる　ゴーグル。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/safety-goggles.png
rich-mulch,691,たわわこやし,mulch,200,30,,Increases the total number of Berries by 2.,"きのみ畑で　使える。
こまめに　世話を　しなくても
採れる　きのみの　数が　増える。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/rich-mulch.png
surprise-mulch,692,びっくりこやし,mulch,200,30,,Increases the chance of Berry mutation.,"きのみ畑で　使える。
きのみの　組み合わせに　よっては
突然変異が　発生　する。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/surprise-mulch.png
boost-mulch,693,ぐんぐんこやし,mulch,200,30,,Causes soil to dry out in 4 hours.,"きのみ畑で　使える。
水を　おおく　まくことで
採れる　きのみの　数が　増える。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/boost-mulch.png
amaze-mulch,694,とんでもこやし,mulch,200,30,,"Increases the total number of Berries by 2, increases the chance of Berry mutation, and causes soil to dry out in 4 hours.","たわわこやし　びっくりこやし
ぐんぐんこやしの　特徴を
すべて　備えた　すごい　こやし。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/amaze-mulch.png
gengarite,695,ゲンガナイト,mega-stones,0,80,,Held: Allows Gengar to Mega Evolve into Mega Gengar.,"ゲンガーに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/gengarite.png
gardevoirite,696,サーナイトナイト,mega-stones,0,80,,Held: Allows Gardevoir to Mega Evolve into Mega Gardevoir.,"サーナイトに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/gardevoirite.png
ampharosite,697,デンリュウナイト,mega-stones,0,80,,Held: Allows Ampharos to Mega Evolve into Mega Ampharos.,"デンリュウに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/ampharosite.png
venusaurite,698,フシギバナイト,mega-stones,0,80,,Held: Allows Venusaur to Mega Evolve into Mega Venusaur.,"フシギバナに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/venusaurite.png
charizardite-x,699,リザードナイトＸ,mega-stones,0,80,,Held: Allows Charizard to Mega Evolve into Mega Charizard X.,"リザードンに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/charizardite-x.png
blastoisinite,700,カメックスナイト,mega-stones,0,80,,Held: Allows Blastoise to Mega Evolve into Mega Blastoise.,"カメックスに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/blastoisinite.png
mewtwonite-x,701,ミュウツナイトＸ,mega-stones,0,80,,Held: Allows Mewtwo to Mega Evolve into Mega Mewtwo X.,"ミュウツーに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mewtwonite-x.png
mewtwonite-y,702,ミュウツナイトＹ,mega-stones,0,80,,Held: Allows Mewtwo to Mega Evolve into Mega Mewtwo Y.,"ミュウツーに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mewtwonite-y.png
blazikenite,703,バシャーモナイト,mega-stones,0,80,,Held: Allows Blaziken to Mega Evolve into Mega Blaziken.,"バシャーモに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/blazikenite.png
medichamite,704,チャーレムナイト,mega-stones,0,80,,Held: Allows Medicham to Mega Evolve into Mega Medicham.,"チャーレムに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/medichamite.png
houndoominite,705,ヘルガナイト,mega-stones,0,80,,Held: Allows Houndoom to Mega Evolve into Mega Houndoom.,"ヘルガーに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/houndoominite.png
aggronite,706,ボスゴドラナイト,mega-stones,0,80,,Held: Allows Aggron to Mega Evolve into Mega Aggron.,"ボスゴドラに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/aggronite.png
banettite,707,ジュペッタナイト,mega-stones,0,80,,Held: Allows Banette to Mega Evolve into Mega Banette.,"ジュペッタに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/banettite.png
tyranitarite,708,バンギラスナイト,mega-stones,0,80,,Held: Allows Tyranitar to Mega Evolve into Mega Tyranitar.,"バンギラスに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tyranitarite.png
scizorite,709,ハッサムナイト,mega-stones,0,80,,Held: Allows Scizor to Mega Evolve into Mega Scizor.,"ハッサムに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/scizorite.png
pinsirite,710,カイロスナイト,mega-stones,0,80,,Held: Allows Pinsir to Mega Evolve into Mega Pinsir.,"カイロスに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pinsirite.png
aerodactylite,711,プテラナイト,mega-stones,0,80,,Held: Allows Aerodactyl to Mega Evolve into Mega Aerodactyl.,"プテラに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/aerodactylite.png
lucarionite,712,ルカリオナイト,mega-stones,0,80,,Held: Allows Lucario to Mega Evolve into Mega Lucario.,"ルカリオに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/lucarionite.png
abomasite,713,ユキノオナイト,mega-stones,0,80,,Held: Allows Abomasnow to Mega Evolve into Mega Abomasnow.,"ユキノオーに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/abomasite.png
kangaskhanite,714,ガルーラナイト,mega-stones,0,80,,Held: Allows Kangaskhan to Mega Evolve into Mega Kangaskhan.,"ガルーラに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/kangaskhanite.png
gyaradosite,715,ギャラドスナイト,mega-stones,0,80,,Held: Allows Gyarados to Mega Evolve into Mega Gyarados.,"ギャラドスに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/gyaradosite.png
absolite,716,アブソルナイト,mega-stones,0,80,,Held: Allows Absol to Mega Evolve into Mega Absol.,"アブソルに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/absolite.png
charizardite-y,717,リザードナイトＹ,mega-stones,0,80,,Held: Allows Charizard to Mega Evolve into Mega Charizard Y.,"リザードンに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/charizardite-y.png
alakazite,718,フーディナイト,mega-stones,0,80,,Held: Allows Alakazam to Mega Evolve into Mega Alakazam.,"フーディンに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/alakazite.png
heracronite,719,ヘラクロスナイト,mega-stones,0,80,,Held: Allows Heracross to Mega Evolve into Mega Heracross.,"ヘラクロスに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/heracronite.png
mawilite,720,クチートナイト,mega-stones,0,80,,Held: Allows Mawile to Mega Evolve into Mega Mawile.,"クチートに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mawilite.png
manectite,721,ライボルトナイト,mega-stones,0,80,,Held: Allows Manectric to Mega Evolve into Mega Manectric.,"ライボルトに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/manectite.png
garchompite,722,ガブリアスナイト,mega-stones,0,80,,Held: Allows Garchomp to Mega Evolve into Mega Garchomp.,"ガブリアスに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/garchompite.png
roseli-berry,723,ロゼルのみ,type-protection,80,10,,Held: Consumed when struck by a super-effective Fairy-type attack to halve the damage.,"ポケモンに　持たせると
効果バツグンの　フェアリー技を
受けたとき　威力が　弱まる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/roseli-berry.png
kee-berry,724,アッキのみ,other,80,10,berry-effect,"Held: When the holder is hit by a physical move, increases its Defense by one stage.","ポケモンに　持たせると
物理技を　受けたとき
自分の　防御が　あがる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/kee-berry.png
maranga-berry,725,タラプのみ,other,80,10,berry-effect,"Held: When the holder is hit by a special move, increases its Special Defense by one stage.","ポケモンに　持たせると
特殊技を　受けたとき
自分の　特防が　あがる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/maranga-berry.png
discount-coupon,726,バーゲンチケット,loot,20,10,,Can be used at a boutique for a 50% discount.  Consumed once used.,"ブティックで　アイテムを　買うとき
いつもより　安くなる　チケット。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/discount-coupon.png
strange-souvenir,727,ふしぎなおきもの,loot,3000,30,,Vendor trash.,"カロス地方から　遠く　離れた
場所で　守り神　とされる
ポケモンを　かたどった　置物。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/strange-souvenir.png
lumiose-galette,728,ミアレガレット,status-cures,350,30,,Cures all major status ailments and confusion.,"ミアレシティで　人気の　お菓子。
ポケモン　１匹の　状態の
異常を　すべて　回復する。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/lumiose-galette.png
jaw-fossil,729,アゴのカセキ,dex-completion,7000,100,,Can be revived into a Tyrunt.,"大昔　地上で　暮らした
古代ポケモンの　カセキ。
大きな　アゴの　一部らしい。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/jaw-fossil.png
sail-fossil,730,ヒレのカセキ,dex-completion,7000,100,,Can be revived into an Amaura.,"大昔　地上で　暮らした
古代ポケモンの　カセキ。
首の　ヒレの　一部らしい。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/sail-fossil.png
fairy-gem,731,ようせいジュエル,jewels,200,,,"Held: When the holder uses a damaging Fairy move, the move has 1.5× power and this item is consumed.","フェアリーの　タイプの　ジュエル。
持たせると　１度だけ　フェアリーの
技の　威力が　強まる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/fairy-gem.png
adventure-rules,732,たんけんこころえ,gameplay,0,,,Contains basic gameplay information.,"トレーナーが　旅を　するときの
ポイントが　まとめられている
友達　手作りの　ガイドブック。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/adventure-rules.png
elevator-key,733,エレベータのキー,plot-advancement,0,,,Unlocks the elevator in Lysandre Labs.,"フラダリラボに　ある
エレベータを　動かす　カードキー。
フレア団の マークいり。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/elevator-key.png
holo-caster,734,ホロキャスター,gameplay,0,,,Displays cutscene conversations as the plot advances.,"受信した　ホログラムの
映像データを　いつでも
観ることが　できる　装置。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/holo-caster.png
honor-of-kalos,735,カロスエンブレム,plot-advancement,0,,,"Does nothing, but signifies becoming Champion.","カロス地方で　すばらしい
活躍を　した　人物に
贈られる　貴重な　シンボル。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/honor-of-kalos.png
intriguing-stone,736,すごそうないし,plot-advancement,0,,,"Trade for a Sun Stone in X and Y, or Pidgeotite in Omega Ruby and Alpha Sapphire.","みる　人に　よっては
貴重　かもしれない
かなり　変わった　石。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/intriguing-stone.png
lens-case,737,レンズケース,gameplay,0,,,Allows the player to change their eye color.,"コンタクトレンズを　しまっておける
ちょっと　おしゃれな　ケース。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/lens-case.png
looker-ticket,738,ハンサムチケット,plot-advancement,0,,,Advances the Looker postgame plot.,"きらきら　かがやく
塗料が　吹きつけられた
ハンサム　てづくりの　チケット。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/looker-ticket.png
mega-ring,739,メガリング,gameplay,0,,,Allows the player’s Pokémon to Mega Evolve.,"メガストーンを　持ったまま　戦う
ポケモンを　メガシンカさせる
未知のパワーを　秘めた　リング。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mega-ring.png
power-plant-pass,740,はつでんしょパス,plot-advancement,0,,,Permits entry to the Kalos Power Plant.,"１３番道路に　ある
発電所に　入るための
身分証となる　パス。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/power-plant-pass.png
profs-letter,741,はかせのてがみ,plot-advancement,0,,,Traded to the player’s mom for the Town Map and a Potion.,"プラターヌ博士から
ママあてに　書かれた　手紙。
ほんのり　いい　香りがする。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/profs-letter.png
roller-skates,742,ローラースケート,gameplay,0,,,Allows the player to move quickly and off the grid.,"クツ底に　ローラーが　ついている。
地面を　滑走　したり
トリックプレイを　決めたりできる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/roller-skates.png
sprinklotad,743,ハスボーじょうろ,gameplay,0,,,Waters Berry plants.,"水を　かける　道具。
ふかふかのつちに　埋めた
きのみを　すくすく　育てる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/sprinklotad.png
tmv-pass,744,ＴＭＶパス,gameplay,0,,,Permits access to Kiloude City.,"ミアレシティと　キナンシティを
結ぶ　超高速鉄道に
いつでも　乗れる　チケット。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tmv-pass.png
tm96,745,わざマシン９６,all-machines,1000,,,Teaches a Pokémon TM96.,"自然の　力で　攻撃する。
使う　場所で
でてくる　技が　変化する。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
tm97,746,わざマシン９７,all-machines,1000,,,Teaches a Pokémon TM97.,"体から　悪意に　みちた
恐ろしい　オーラを　発する。
相手を　ひるませることが　ある。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
tm98,747,わざマシン９８,all-machines,1000,,,Teaches a Pokémon TM98.,"くり返し　打つことで
だんだん　こぶしが　固くなる。
相手に　あてると　攻撃が　あがる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
tm99,748,わざマシン９９,all-machines,1000,,,Teaches a Pokémon TM99.,"強力な　光を　放ち
相手に　ダメージを　与える。
",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
tm100,749,わざマシン１００,all-machines,5000,,,Teaches a Pokémon TM100.,"ないしょばなしを　することで　相手の
集中力を　失わせ
相手の　特攻を　さげる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/tm-normal.png
latiasite,760,ラティアスナイト,mega-stones,0,80,,Held: Allows Latias to Mega Evolve into Mega Latias.,"ラティアスに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/latiasite.png
latiosite,761,ラティオスナイト,mega-stones,0,80,,Held: Allows Latios to Mega Evolve into Mega Latios.,"ラティオスに　持たせておくと
戦いのとき　メガシンカが　できる
不思議な　メガストーンの　一種。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/latiosite.png
common-stone,762,ありふれたいし,unused,0,,,Unknown.,"みる　人に　よっては
貴重　かもしれない
でも　普通の　石。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/common-stone.png
makeup-bag,763,コスメポーチ,gameplay,0,,,Allows the player to change their lipstick color.,"リップを　しまっておける
おしゃれな　小物入れ。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/makeup-bag.png
travel-trunk,764,いしょうトランク,unused,0,,,"Unobtainable, but allows the player to change clothes anywhere.","どんな　ファッションアイテムでも
詰めこんでおける　収納力
抜群の　軽い　トランク。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/travel-trunk.png
shalour-sable,765,シャラサブレ,status-cures,350,30,,Cures any major status ailment and confusion.,"シャラシティ　名物の　サブレ。
ポケモン　１匹の　状態の
異常を　すべて　回復する。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/shalour-sable.png
mega-charm,768,メガチャーム,unused,0,,,"Unused.  This appears as the girlplayer’s Mega Bracelet in Pokémon Contests, but it cannot actually be obtained.","メガストーンを　持ったまま　戦う
ポケモンを　メガシンカさせる
未知のパワーを　秘めた　チャーム。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mega-charm.png
mega-glove,769,メガグローブ,unused,0,,,"Unused.  This is Korrina’s Key Stone in X and Y, but it cannot be obtained by the player.","メガストーンを　持ったまま　戦う
ポケモンを　メガシンカさせる
未知のパワーを　秘めた　グローブ。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mega-glove.png
devon-parts,770,デボンのにもつ,plot-advancement,0,,,Allows Captain Stern to set out on his expedition.,"デボンで　つくられた
何かの　パーツが
入っている　にもつ。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/devon-parts.png
pokeblock-kit,772,ポロックキット,gameplay,0,,,Creates and stores Pokéblocks.,"きのみから　ポロックを　作る
きのみブレンダーと　できたポロックを
保存する　ポロックケースの　セット。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pokeblock-kit.png
key-to-room-1,773,１ごうしつのカギ,plot-advancement,0,,,Unlocks the door to Room 1 in Sea Mauville.,"シーキンセツの　部屋に
入るための　カギ。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/key-to-room-1.png
key-to-room-2,774,２ごうしつのカギ,plot-advancement,0,,,Unlocks the door to Room 2 in Sea Mauville.,"シーキンセツの　部屋に
入るための　カギ。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/key-to-room-2.png
key-to-room-4,775,４ごうしつのカギ,plot-advancement,0,,,Unlocks the door to Room 4 in Sea Mauville.,"シーキンセツの　部屋に
入るための　カギ。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/key-to-room-4.png
key-to-room-6,776,６ごうしつのカギ,plot-advancement,0,,,Unlocks the door to Room 6 in Sea Mauville.,"シーキンセツの　部屋に
入るための　カギ。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/key-to-room-6.png
devon-scuba-gear,779,デボンボンベ,plot-advancement,0,,,Worn by the player while underwater via Dive in Omega Ruby and Alpha Sapphire.,"ダイビング中に　身につける
酸素補給用の　マスク。
デボンで　つくられた。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/devon-scuba-gear.png
contest-costume--jacket,780,ライブスーツ,gameplay,0,,,Worn during Pokémon Contests.,"コンテストライブで　着る
とっても　格好良い　スーツ。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/contest-costume--jacket.png
magma-suit,782,マグマスーツ,plot-advancement,0,,,Allows the player to ride Groudon in the Cave of Origin.,"マグマ団の　科学技術を
結集して　つくられた　スーツ。
どんな　衝撃にも　耐えられる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/magma-suit.png
aqua-suit,783,アクアスーツ,plot-advancement,0,,,Allows the player to ride Kyogre in the Cave of Origin.,"アクア団の　科学技術を
結集して　つくられた　スーツ。
どんな　衝撃にも　耐えられる。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/aqua-suit.png
pair-of-tickets,784,ペアチケット,plot-advancement,0,,,Allows the player and their mother to see the star show in the Mossdeep Space Center.,"トクサネ宇宙センターで　開かれている
天体ショーの　２人組チケット。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/pair-of-tickets.png
mega-bracelet,785,メガバングル,gameplay,0,,,Allows the player’s Pokémon to Mega Evolve.,"メガストーンを　持ったまま　戦う
ポケモンを　メガシンカさせる
未知のパワーを　秘めた　バングル。",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/items/mega-bracelet.png
